review,name,user_profile,rating
"No internet connection on Phones, paid wi-fi on hourly basis, Bad hospitality. apart from this the sales people called up and kept pushing us to buy there membership for 2 hours. Also, they never provided the promised 2n\3d holidays voucher.",aman,/Profile/ExploringIndia91,20
"Good ambience and hospitality. Nice whether. Food is good, breakfast specially South Indian food was very tasty. Good workout to reach the room from reception, liked the way the hotel is built. Loved the stay. Thank you",Kriti,/Profile/Kritikakrik,50
"Among all the sterlings that are there Mussoorie by far is the best one(or at least till now to me). The food is delicious(this has been Sterling’s one of the most weak points), the variety is pleasing. The cottage we got was spacious. The best part of this Sterling is however its proximity to the city. It does not detach you from the town, the ever story telling Mussoorie lanes are within a walking distance.                             So what are you waiting for? Go, relax, have great food, take a walk through the historic Mussoorie allies, come back keeping the distant Dehradun night view in company, seat back and relax again.",Amrita,/Profile/AmritaTheBhoot,50
"Awesome natural  Hotel service excellent ,food is   staff services are excellent weather is cold housekeeping staff is very cooperative morning trek is fabulous thanks to all the staff great experience and great staff",Sandeep,/Profile/Sandeepsandee,50
"Good hospitality, foods are delicious, the staffs are so friendly with great patience. The activities are too good. Housekeeping staff is very helpful and we enjoyed our stay thanks to Nirma Shefali ankita",Karthikeyan,/Profile/Karthikeyankar,50
"Stay and the food was good ,and the front office staff is friendly and cooperated at the any moment , views of the resort is very good and the location is fabulous ,and we were prevalige to see the winter line from the sterling resort balcony.",AMIT KUMAR J,/Profile/17amitku,50
"I travelled here with my wife for our second Anniversary and we had a great time. The staff are happy to help you. Special mention to the Restaurant staff PYARE who totally helped us with the local stuff we could get. His hospitality is amazing. Also the location was great a view of the valley. Food and rooms were also really good , had a premium feel. ",ANDERSON R,/Profile/andersonr79,50
"very nice stay .excellent room we enjoyed a alot food is good weather is too cold take warm clothes ,staff is very helpful and kind warm welcome with the staff .Mr Vinod from sales team is very good ...",nitin,/Profile/nitinniti,50
"It’s a excellent resort . Very nice experience, like to visit again,  food is very good and the staff is very nice weather we enjoyed. Room is quite ok and views from the room balcony is excellent.....",Anil,/Profile/Anilanill,50
I really enjoyed my stay at the sterling. Mussoorie .Starting from the check in process till the checkout every thing looked perfectly planned.The rooms are beautiful with a tasteful touch of luxury to it. i felt so connected and relaxed . I shall definitely choose to stay at this property again and again.,manish1raturi,/Profile/manish1raturi,50
"Excellent spa experience provided by Mr. Munish Well maintained, good service, excellent hygiene. Feeling refreshed. Very kind and gentle masseuse. Good service provided by sterling Mussoorie at a good price.",Santosh N,/Profile/SantoshN310,50
"I stay with frds @ Sterling Holiday Mussoorie, Best hotel in Mussoorie. Fast track check-in, Front Office Staff very politely. Superior service provider by IRD team. Thank for everyone. Travel desk team very helpful. ",simple,/Profile/44789P,50
"the sterling resort in mussoorie offer good doon valley view rooms. The reception staff was helpful and the room was also nice. the restaurant, housekeeping , holiday activity staff all are very helpful. adding the view from the room give an immense pleasure",Ravi Rana,/Profile/rrana270400,50
"I believe this has to be rated one of the finest properties of Sterling Resorts. It has stunning views of the Doon Valley and Dehradun City in the night. The hospitality and warmth of the staff across the hotel is infectious and makes it very homely - be it the front desk, activity manager and the ever smiling restaurant staff !   Two negatives - walk to the rooms with good views is far & tiring. Geyser in the rooms are not of adequate capacity so water is extremely chilled most of the times !!",Sahil,/Profile/SKD03,40
"Thanks to everyone whose weight has made our holiday memorable. Specially mention  evening activity  thanks to everyone.The room was very nice clean. check in was also very comfortable air.Room service was also good and food was very good, we will plan to come again",Arpita,/Profile/Jeevni,50
Check in was excellent and on time.The room allocated was beautiful with amazing view. The staff is nice and helpful. Restrurant sevices was fast . All the staff was very courtious. Enjoyed a lot in sterling. Especial thanks to Ms. Ankita for her help in allocating good room,Singh2704,/Profile/2704singhisking,50
"It was our pleasure to stay at Sterling Mussorie. Hospitality at its best.  Food , service and facilities at its perfect blend . Beautiful location , nice rooms , good spa , outdoor activities ( all of them) and food will touch your  heart  not only because of wonderful taste but also due to the warmth of the restaurant staff who serves you . Special mention about few people we came in touch Mr Jitender , Mr Sandeep , Mr Mika , Miss Shivani , Ms Shefali , Mr Prakash , Mr Munish , Mr Pyare , Mr Himanshu , Mr Avinash , Mr Bikram , Mr Binod , all the Security Guards and list continues as...... Last but not the least must visit place , we thoroughly enjoyed our stay  and looking forward to visit Sterling Mussorie again very soon.  ",SUNNY K,/Profile/340sunnyk,50
Nice to visit mussoorie this is our first visit in mussoorie I like Sterling mussoorie . Activities are great they have indoor or outdoor activities . evening activities are superb thanks to jitendra.,Asmita,/Profile/Asmitaamii,50
Fantastic stay service was good pollution free mussoorie staffs are very kind welcoming everyone good thanks to team managers leading everyone.. We are coming for photo shoot and we are really thanks to team .,Rahul,/Profile/Rahull345,50
"We thoroughly enjoyed our stay here and would like to come again with our kids as well. Food, ambience and staff behaviour was so overwhelmed.  We will definitely want to visit again.  Thanks...............",Yogita,/Profile/Yogitayogit,50
The stay was comfortable and we got a complimentary upgrade too. The room service was very quick and food was excellent. I would recommend it if you wish to stay away from the hustle and bustle of Mall Road.,Naman,/Profile/Namankumar251,50
We had a great stay here .......food was good and overall experience is superb we had garhwali thali it was aswome .all the staff is good and helpful they are always guide the customer for the sightseeing it was aswome trip.,karthik n,/Profile/karthikm839,50
I’ve been to Musoorie many times earlier but stayed at Sterling this time. The stay here was very comfortable and the staff is very friendly and helps you in each possible manner. The anniversary celebrations arrangements done by the resort was very good.,Utkarsh Goel,/Profile/utkarshgoel15,50
The stay was great and the services were amazing .The staff was really interactive  and the holiday activities which held every evening was really amazing . The gaming section was great the snooker table and TT was great .,Shivam Fand,/Profile/ShivamFand,50
The ambience is great. Best option if looking for an escape from daily city routine. Our first choice for every subsequent visit. Food is wonderful. Activities planned throughout the day are also interesting. Winterline view is amazing.,Avantika,/Profile/Avantikaav,50
"This is our first experience in sterling Mussoorie it was good ,the food id good , weather is too windy,we enjoyed a tt at activities rooms are good enjoyed alot ...,must visit again ....thanks to all the staff.",Manya,/Profile/Manyashekh,50
"This little gem of a hotel and spa is located near sterling and has the best service of all of India. This place is so peaceful and the spa is excellent. We especially were appreciative of the staff, in particular lalit, who went above and beyond to serve our dinner needs. I highly recommend this place! Thanks a lot ashish and Munich.",Shakti,/Profile/Shaktisak,50
"Over all good, service is also good. Really nice place. Food is very good. Staff really nice, Supportive nature. Good place, good atmosphar.   Please add bar. Over all good service, good nature, good family time sprend.  Alway prefer this resort.  Thank you.",Yagnik,/Profile/Yagnikpatel0510,50
Overall experience was very great .food is superb especially gharwali thali was really nice ..the location is just waw and the view from the parking area is fabulous.staff is very helpful and kind always keep smiling...,Amit,/Profile/Kandaramit,50
"Me and My wife stayed at Hotel Sterling Mussoorie. We really enjoyed our three days trip. We have chosen Deluxe Himalayan View room  just near to lift. Room was very good furnished, spacious, with all amenities like Tea Coffee Maker, Water Heater, Hair Dryer, Good Room Heater etc. Buffet breakfast was spread with good variety, for other meals A-La-Carte option are available. Staff was very courteous and helpful specially Ms.Ankita and shefali",Deepika sethi,/Profile/Joholiay25,50
The staff is very welcoming and caring especially ankita  All the guests feel welcomed and oconnect as well. The food is also delicious and the service is recommendable. Have spent almost one weeks every year at the resort since 2015. Each year is a better experience.,Shan,/Profile/Shantanutha,50
Check in was exelent smooth on time.room was  beautiful with amazing view.staff was nice and helpful.restrurant sevices was fast  . All the staff was very courtious. Housekeeping was good.  From the reception balcony  you  can see entire dehradun with lighting its extrime beautuful.,Anita wadhwa,/Profile/Anitawadhwa,50
"Property is beautiful. checkin was smooth.  Room was beautiful with preety nice view you can see lambi dehaar mine the entire velly. Staff is courtious everyone is nice and helpful... we enjoyed activies also special thanks to Mikka,sandeep.",Roshan katariya,/Profile/Roshankatra,50
